epoch,baseline_train_loss,baseline_train_acc,baseline_val_loss,baseline_val_acc,pruned_train_loss,pruned_train_acc,pruned_val_loss,pruned_val_acc
88,1.265742166633606,64.262,1.911293243408203,49.87,1.3271868703079224,62.87,1.7036340686798095,53.36
89,1.2579980592727662,64.512,1.868513139152527,51.17,1.3269044186401366,62.89,1.9064322450637818,49.97
90,1.2625061655426026,64.252,1.8493642261505128,50.63,1.3303464365386963,62.716,1.8733302719116212,50.59
91,1.264426972465515,64.296,2.08494787940979,45.9,1.3304369232940674,62.602,1.9105663412094116,50.76
92,1.2613647971343993,64.274,1.6320712743759156,55.29,1.3253349471282958,62.836,1.9924112442016602,49.08
93,1.250739944152832,64.83,1.6242426818847657,56.0,1.3219967548370362,62.838,1.7062037702560424,54.04
94,1.265085110282898,64.456,1.673441005897522,55.61,1.3262374700927735,62.772,1.8632719944000244,51.7
95,1.2487082501602174,64.882,1.984398741722107,49.05,1.3261474845123291,62.878,1.8689654649734497,51.11
96,1.2400094408035278,64.96,1.9672651149749756,49.23,1.318369718093872,62.82,1.9567796125411987,49.13
97,1.2416999157333375,65.072,1.5674956689834594,56.58,1.3159796831512451,63.01,1.8922288740158082,50.05
98,1.246380426864624,64.784,1.7134087757110597,54.02,1.3130294576263428,63.228,1.9574260332107545,49.45
99,1.2465756098937988,64.858,1.7991876482009888,53.19,1.3075441186904908,63.366,1.6613209245681764,55.15
100,1.2416124114608764,64.986,1.9202861785888672,50.58,1.3030904164886474,63.62,2.081097974395752,47.68
101,1.2444369412612915,64.898,1.8872471508026123,51.66,1.3076384167861939,63.232,1.7620739933013916,52.54
102,1.2384107746124267,65.23,1.9778191820144653,49.41,1.2936142038345337,63.91,1.814600724220276,51.68
103,1.2337892094421388,65.208,1.6466139099121093,55.0,1.3162062367248535,63.022,1.8753163501739503,51.15
104,1.2375782778167725,64.994,1.8814683536529542,51.63,1.3038860759735107,63.454,1.8918414011001587,50.7
105,1.227448494720459,65.518,1.7358449142456054,53.98,1.2980067391586303,63.596,1.901950012588501,50.17
106,1.2367587724304199,65.06,1.9972168455123902,49.33,1.3018186836624146,63.394,2.1286762186050416,46.55
107,1.2302796200561523,65.3,2.112415477561951,49.0,1.3025095235443116,63.488,1.852275472831726,51.44
108,1.2334339199447633,65.204,1.9924667181015014,49.63,1.296253793334961,63.712,2.0292724975585936,48.94
109,1.2216885845184327,65.434,1.914053684616089,50.12,1.2821116401290893,64.064,2.039563415145874,48.62
110,1.2165584030151366,65.63,1.7282218032836913,53.61,1.2840753241729737,63.962,2.307722187805176,44.19
111,1.2239233357620238,65.51,1.8654084531784059,50.92,1.2879355730438233,63.84,1.8342261220932006,51.45
112,1.2129217894744873,65.78,2.137380187988281,45.82,1.287683201675415,63.968,1.6798366645812988,55.03
113,1.2101014854812622,65.756,1.9852072017669677,49.48,1.2778866411972045,64.04,2.137114365386963,46.54
114,1.213677197341919,65.902,1.7954314847946167,53.13,1.2754779711532593,64.308,2.4894485931396484,39.57
115,1.2055595476531982,65.94,1.8826301568984984,51.3,1.2963240117645263,63.806,2.5890596202850342,40.45
116,1.2035542667388917,66.1,1.515520308303833,58.02,1.277912551574707,64.178,1.9884414207458496,50.35
117,1.2014490710830688,66.024,1.698423995399475,54.49,1.277240563659668,64.296,1.7836629203796386,52.41
118,1.1920245760345458,66.386,2.0376615398406983,48.48,1.2716659071350098,64.202,1.6834247047424316,54.57
119,1.2066017163085938,65.866,1.7748183519363403,53.12,1.2645353384399414,64.394,1.6655930883407593,54.94
120,1.1968613483810424,66.316,1.9993386859893798,48.36,1.2670672927856446,64.408,1.8684783422470093,51.33
121,1.1977904610824586,66.222,1.6605922748565674,55.43,1.2736202352142334,64.064,2.0790825084686277,48.19
122,1.189180975112915,66.364,1.7665282106399536,53.25,1.2651058543777465,64.38,2.0100241899490356,49.06
123,1.1956448398971558,66.226,1.787009030342102,52.74,1.2657338562774658,64.456,1.8271622917175292,53.31
124,1.1933699642562867,66.318,1.6594505937576294,54.77,1.2650926656341552,64.238,1.8353146457672118,52.89
125,1.1908363973236085,66.29,1.7900351722717285,52.77,1.2544241164398193,64.7,2.123159067726135,45.87
126,1.1780963318634032,66.72,1.9156490856170654,50.12,1.2643309357452392,64.498,1.6889579832077026,54.0
127,1.1887918810844422,66.428,2.0732204292297363,48.1,1.2604170209884644,64.618,2.097813681411743,48.47
128,1.1776751714324951,66.726,1.990287742614746,49.56,1.258169041786194,64.712,1.9340840894699096,51.02
129,1.181375636100769,66.67,2.0946421855926514,49.19,1.2640261625671387,64.532,1.8887287822723389,51.62
130,1.186603911972046,66.318,1.8127536087036134,52.7,1.2556048166656495,64.594,2.113420275115967,46.76
131,1.173121030769348,66.966,1.9144276567459106,51.54,1.2503945838928223,64.85,1.683066152381897,55.57
132,1.1855335851287843,66.542,1.7517529808044434,55.14,1.2503636415863038,64.926,1.9606192281723023,49.38
133,1.1806134664154053,66.52,1.7298210187911987,52.99,1.2457127055358888,65.082,2.327367543792725,43.92
134,1.165000676727295,67.118,1.70379040851593,54.84,1.2474563137817383,65.016,1.9564725671768188,50.82
135,1.179823009262085,66.616,1.8351289884567261,52.14,1.2458696300125123,64.974,1.763451150894165,53.09
136,1.1774939874267578,66.83,1.6309278589248657,55.8,1.2395140528869628,65.258,1.669770887184143,55.0
137,1.1565715188598633,67.168,1.7053606269836425,54.62,1.2401374406051635,65.168,1.9557022155761719,49.73
138,1.1738902753829956,66.792,1.8046711074829103,53.9,1.2410082365798951,65.23,1.683842691040039,54.61
139,1.1650849178314209,67.046,1.9121639804840087,50.96,1.2417271230316163,65.282,1.928431736946106,49.56
140,1.1616151769638061,67.118,1.8608387710571288,52.58,1.2328156195449829,65.354,2.000549888420105,48.48
141,1.1539948305511474,67.31,1.6805199642181397,54.73,1.2387450553131103,65.268,1.6759213132858277,55.27
142,1.162823833770752,67.004,1.9440676992416381,50.94,1.2295091778945924,65.224,1.7150592414855956,54.4
143,1.1464013234710693,67.552,1.7354913866043091,54.25,1.2315647583007812,65.37,1.896982374382019,51.29
144,1.1521284593200685,67.174,1.694144815826416,54.91,1.2350169192504883,65.258,1.9209423307418823,50.3
145,1.1503653910064697,67.258,1.8664237838745117,52.81,1.2167251376342774,65.562,1.8436064414978028,52.91
146,1.1481866627883912,67.514,1.8930623399734496,51.06,1.2316606928634644,65.326,1.899511452293396,51.21
147,1.1439678018569945,67.614,1.730185997390747,54.13,1.2209250703048706,65.626,2.078212890434265,47.56
148,1.152569697418213,67.344,1.7331567972183228,54.27,1.2219066851806641,65.692,2.049203684616089,47.66
149,1.1355646599960327,67.76,1.8489993658065795,52.6,1.2271777437973022,65.536,1.9543882215499877,49.0
150,1.1416192290496827,67.646,1.5134886138916015,58.57,1.2187124558639526,65.784,1.7722754022598266,53.37
151,1.1451516850662231,67.534,1.6993225034713746,55.16,1.211038066482544,65.904,1.707300078392029,53.9
152,1.1339571450042725,67.902,1.6704192889213563,54.62,1.2236548817443849,65.812,1.5443548845291137,58.63
153,1.1420090187835694,67.862,1.9111185789108276,51.36,1.212452752494812,65.788,2.0376336408615114,48.75
154,1.1288925381469725,68.024,1.5032364273071288,59.21,1.218741872177124,65.888,1.7783093404769899,52.1
155,1.1311579989624023,68.01,1.7718604717254638,54.03,1.2077731395339966,66.008,1.7224686323165894,54.28
156,1.1280920488739015,68.152,1.6229839443206786,56.9,1.2131193229293824,65.62,1.7086034559249879,54.18
157,1.1337327576828002,68.04,1.63597580909729,56.41,1.1923695713043212,66.404,1.6555127311706543,55.4
158,1.1161152951812745,68.536,1.677272990989685,55.42,1.195320404586792,66.418,1.7465109035491944,54.16
159,1.1256639728546143,68.034,1.6572485595703126,55.4,1.2073360148239136,65.948,1.7001281042099,54.92
160,1.128506513080597,67.896,1.6816362970352172,55.07,1.194199935760498,66.356,1.6400425355911254,56.45
161,1.1172504155349732,68.232,1.6745328327178954,55.42,1.1934155934143067,66.596,1.797045365715027,53.18
162,1.1063800715446472,68.752,2.3137505577087403,45.31,1.201475725326538,66.086,1.983338062286377,49.54
163,1.1238005925369263,67.96,1.805442847442627,52.49,1.198857928543091,66.298,1.6277170125961304,56.67
164,1.1149686129760743,68.162,1.5543561532974244,57.77,1.1874011325073242,66.602,1.6018556400299073,57.43
165,1.1042472713088989,68.602,1.6084051239013673,57.6,1.1856844742965698,66.622,1.9425441444396974,49.85
166,1.1076934171295165,68.438,1.7292758270263673,54.43,1.1916054306793213,66.362,1.6161388778686523,56.72
167,1.1112770805740357,68.538,1.9746163122177125,48.86,1.1820044965362548,66.588,1.7084077640533448,54.26
168,1.1084567362594604,68.666,1.6112643970489502,57.08,1.1844582496261598,66.724,1.6451665521621703,55.82
169,1.0895858628845214,68.958,1.4150535840034484,61.21,1.1753958472061157,67.018,1.8699424921035768,51.42
170,1.1019593933868408,68.658,1.6453008378982543,56.63,1.1839194010925294,66.848,1.6952587957382201,55.68
171,1.0855680911636352,69.244,1.6434225021362305,56.3,1.1812976007843017,66.628,1.910711416053772,50.8
172,1.0933870567703248,69.252,1.755808062171936,54.7,1.175016294517517,66.932,1.7271986644744872,53.55
173,1.103899234161377,68.752,1.7022224822998047,55.1,1.1653263299942016,67.212,1.8176438106536865,52.7
174,1.0869207221221924,69.14,1.885362578201294,52.3,1.181714987487793,66.608,1.6003207675933837,56.99
175,1.0991006108474732,68.912,1.6332663944244386,56.98,1.1798295224380493,66.442,1.6698733905792236,55.76
176,1.086928169670105,69.218,1.6565359115600586,56.46,1.1642315523910522,67.272,1.8078768846511841,53.6
177,1.0897824443435669,69.15,1.9309838958740235,51.62,1.169692364501953,67.016,1.9487142507553101,51.46
178,1.0835234029006957,69.494,1.6766774538040161,56.43,1.1602212802124023,67.312,1.7198153213500977,53.61
179,1.0849667726135255,69.244,1.752060186958313,54.91,1.1584193250656127,67.372,1.710590944480896,55.61
180,1.0796047496795653,69.378,1.9299156593322755,50.94,1.155313775024414,67.284,2.0380705142974853,49.39
181,1.076162445449829,69.58,1.69100653591156,56.16,1.1619174628448485,67.282,1.500029268360138,59.37
182,1.0667476459503173,69.584,1.896773698425293,51.64,1.1516730067825318,67.47,1.589152758026123,56.71
183,1.0658117507171632,69.83,1.5499429489135743,58.5,1.1625428052520752,67.256,1.8530836860656739,52.1
184,1.067770853805542,69.748,1.577573882293701,58.97,1.1523109511184693,67.67,1.8891057788848877,51.83
185,1.0691206270980835,69.732,1.7122679719924927,55.63,1.158234858379364,67.184,1.6463463010787964,55.77
186,1.060449038696289,69.74,1.8919249509811402,51.08,1.1506701877212524,67.49,1.9121223886489869,51.55
187,1.0645028160858154,69.796,1.682793941116333,55.42,1.1428108877563476,67.708,1.8311180093765258,52.23
188,1.0694816093063355,69.696,1.6150839944839477,57.32,1.1490071561431885,67.674,1.707183741569519,54.47
189,1.0514231866836548,70.01,1.6011445638656616,57.77,1.1431730743026733,67.602,1.7666623504638672,53.58
190,1.0655173162078857,69.584,1.9671658813476562,51.67,1.14663799659729,67.56,1.6803980751037597,55.69
191,1.0566309623718262,70.05,1.5864857656478881,57.02,1.1410573002624511,67.76,1.9156264373779297,51.0
192,1.0628833209991455,69.518,1.7464063438415527,54.89,1.1338375796508788,68.078,2.020654788780212,49.54
193,1.057297508125305,70.214,1.7582876749038696,53.81,1.1317307347488403,68.05,1.6396730285644532,56.28
194,1.039789447669983,70.47,1.6782078596115113,55.97,1.131569338722229,67.962,1.7705964323043824,53.62
195,1.0449542346572875,70.246,1.6484675359725953,57.17,1.127571894607544,68.292,1.7062941665649414,55.08
196,1.0433462882995606,70.476,1.6704986196517944,57.01,1.1191373321151734,68.334,1.5663553470611573,57.46
197,1.0387528482437134,70.43,1.7102869430541991,55.72,1.1320450551986694,67.93,1.6558928148269654,55.98
198,1.0363106987762452,70.664,1.4995486547470094,59.9,1.1192385411834718,68.502,1.7527162977218629,53.86
199,1.0319022399520874,70.614,1.6445929664611816,55.94,1.1363688132476806,67.8,1.683080558013916,55.72
200,1.02910694272995,70.74,1.467634310722351,60.3,1.1214561064910888,68.492,1.6537625688552857,55.72
201,1.0290505238342285,70.652,1.5069189195632935,60.6,1.1260905158615113,68.368,1.7088983945846559,54.35
202,1.0265936404037475,70.752,1.6871604661941528,56.36,1.1194477772903442,68.388,1.7217054973602295,54.4
203,1.0281841687202453,70.876,1.5847144739151,58.41,1.1081263055801391,68.656,1.686515359687805,55.92
204,1.0205675561523437,71.012,1.7541446872711182,55.02,1.1176757653427125,68.316,1.6791988414764405,56.3
205,1.0284455543518067,70.752,1.776479221725464,54.37,1.1036779615783692,68.79,2.055458329772949,50.36
206,1.0247029654693605,71.038,1.624973156929016,57.06,1.101420937728882,68.892,1.8711108324050902,52.34
207,1.0121841780090333,71.132,1.6760314548492432,56.39,1.1034011821746825,68.78,1.5791213968276978,57.22
208,1.0199721714401244,71.21,1.6339475227355957,56.68,1.101621146583557,68.806,1.6841931833267212,55.97
209,1.0135223202896118,71.226,1.7651927841186523,54.36,1.0961730010604858,68.996,1.70893037815094,55.09
210,1.0124207455444336,71.236,1.6035220504760743,57.48,1.092788551826477,69.192,1.6345077560424806,56.14
211,1.0254388424301148,70.862,1.667036960220337,56.69,1.086929345855713,69.334,2.106687092590332,48.71
212,1.0018628704643249,71.346,1.445219186592102,61.33,1.0935078623962402,69.02,1.5274910711288452,58.93
213,0.9971508358001709,71.524,1.6281032711029053,56.94,1.0897870444488524,69.018,1.6080016351699828,57.41
214,0.9963710026168823,71.52,1.6728188386917113,56.85,1.0900447353363036,69.092,1.6704425603866577,56.26
215,0.9946600172424317,71.692,1.6405687366485595,56.82,1.085930827102661,69.442,1.5721730476379394,58.58
216,0.9949537854194641,71.534,1.5005579425811768,59.72,1.09261499420166,69.1,1.6312892511367798,57.0
217,0.9927586985778809,71.522,1.757868638420105,54.71,1.0989982426834106,69.128,1.6465548446655274,55.7
218,0.9927236975860596,71.812,1.5323825901985169,59.87,1.089270341835022,69.2,1.852086382675171,52.19
219,0.9902723844146728,71.972,1.6709721084594726,57.45,1.0756528154754639,69.596,1.6464970682144164,56.03
220,0.9836619978332519,71.844,1.542997134399414,57.66,1.0815536199951172,69.48,1.5140408819198607,58.2
221,0.9810231277275085,71.876,1.931603723335266,52.12,1.0731538306045532,69.462,1.4891524188995362,58.58
222,0.9724531133651734,72.016,1.9762710988998413,53.43,1.0723205410003662,69.522,1.6028552429199219,57.39
223,0.9854031331634522,71.88,1.6065917575836182,57.69,1.0755078736877441,69.658,1.6312234064102173,57.5
224,0.9724374451446534,72.362,1.4993652256011962,59.66,1.0579146485900879,70.096,1.4749117303848267,60.67
225,0.9682206177520752,72.458,1.5603594734191895,59.38,1.0705743092155457,69.78,1.5844074968338013,57.79
226,0.9850390490341187,71.898,1.6261704704284667,56.75,1.0542996187591553,70.218,1.9053708768844604,53.17
227,0.9698740811920166,72.322,2.0473424617767333,50.59,1.0631565519332886,69.914,1.7194028051376342,55.49
228,0.9672505883026123,72.456,1.7068876838684082,55.97,1.0647281184768678,69.936,1.6055163986206056,57.19
229,0.9736061727142334,72.266,1.6447253314971924,57.51,1.057775503768921,69.98,1.9657353855133057,52.9
230,0.9725693348312378,72.386,1.6378482311248779,57.0,1.0493674244689941,70.168,1.680475966644287,56.09
231,0.9584062620925903,72.524,1.7213780704498292,56.5,1.0450206700897218,70.36,1.6611316438674926,56.57
232,0.9555064671707153,72.926,1.610332714653015,57.78,1.05214769657135,70.106,1.5270814144134521,59.14
233,0.9463936150360107,73.014,1.8968596393585204,53.44,1.045479719467163,70.436,1.6556540407180786,56.63
234,0.9467691111564637,72.894,1.512998493385315,59.11,1.0415385681915283,70.782,1.6614327533721924,55.64
235,0.9443632651519775,73.064,1.5389316569328308,59.48,1.043597249622345,70.42,1.7677917457580565,54.09
236,0.9404380960845947,73.082,1.5634694660186768,58.52,1.0359092547607422,70.51,1.5338714485168456,58.66
237,0.9453493395614624,72.752,1.5749758464813233,57.7,1.0304690255737305,70.8,1.40519307346344,61.73
238,0.9409452484130859,73.242,1.6451589353561402,57.22,1.0277938362884522,70.716,1.6288615720748902,56.76
239,0.9397224921417237,73.038,1.9602514673233031,52.71,1.0363649741744996,70.55,1.5632714632034301,58.21
240,0.9365507867050171,73.304,1.4833787523269653,60.44,1.0411066954803467,70.266,1.8207727005004883,54.29
241,0.9250440545654297,73.65,1.7738278379440309,54.69,1.0205751063156128,71.09,1.6516477958679199,56.6
242,0.9219454593086243,73.586,1.56131184425354,58.58,1.0246205509948731,70.902,1.6152608301162719,57.17
243,0.9249390353775024,73.456,1.5639670825958252,58.08,1.014904614944458,71.264,1.5948076818466186,57.51
244,0.9217075853729249,73.804,1.5370688762664795,59.31,1.0127067906951905,71.334,1.4903718336105347,60.0
245,0.9230272328948974,73.516,1.7644931608200074,55.24,1.0146350847625731,71.342,1.6398386522293091,57.02
246,0.9127330062103272,73.966,1.7082567008018494,57.2,1.0149498614501953,71.084,1.5034576824188233,59.41
247,0.9158794116973877,73.878,1.4770721664428712,61.31,1.0096226301193236,71.562,1.6318403816223144,56.94
248,0.9031168059539795,74.284,1.5157935604095458,60.49,1.0078388035202026,71.412,1.8018022097587585,53.98
249,0.9059331094360351,74.138,1.4713937168121338,61.36,1.0050601074409484,71.56,1.451596852493286,61.54
250,0.9136446081542968,73.818,1.8218849672317505,56.48,0.994340539970398,71.724,1.4350669807434082,61.32
251,0.9144170359802246,73.936,1.467629717540741,60.58,0.998048768157959,71.602,1.6022314716339112,56.77
252,0.9048066705322265,74.326,1.7130750951766969,55.97,0.9903220157051087,72.134,1.899839121246338,53.28
253,0.8984837725448609,74.318,1.5758416589736939,58.57,0.9919524359130859,71.976,1.5495368925094604,58.59
254,0.8949297668457031,74.288,1.7910402334213258,55.34,0.9856265543365479,72.16,1.563077836227417,58.29
255,0.8896636199951172,74.636,1.4261046969413758,61.77,0.996064739151001,71.746,1.59119593667984,58.51
256,0.8900381285095215,74.55,1.57268547039032,58.99,0.9767824661636353,72.346,1.4812243512153624,60.7
257,0.8858763001251221,74.51,1.5162928705215455,59.61,0.9860121624374389,71.968,1.680916489982605,56.28
258,0.8848587417411804,74.56,1.6929995445251464,56.3,0.9696849864959717,72.392,1.4269082857131958,61.43
259,0.8935562916374207,74.502,1.6893266496658326,56.64,0.9815940320587159,72.222,1.5167171375274657,59.42
260,0.8847693902587891,74.866,1.5881102231025697,59.14,0.9713991829299927,72.474,1.8627415128707885,52.85
